Code,Name,MarketId
006580,대양제지,KSQ
049950,미래컴퍼니,KSQ
096040,이트론,KSQ
102460,이연제약,STK
268600,셀리버리,KSQ
217820,원익피앤이,KSQ
008490,서흥,STK
282880,코윈테크,KSQ
036030,케이티알파,KSQ
194370,제이에스코퍼레이션,STK
451760,컨텍,KSQ
037710,광주신세계,STK
461030,아이엠비디엑스,KSQ
079940,가비아,KSQ
009470,삼화전기,STK
008350,남선알미늄,STK
000540,흥국화재,STK
032620,유비케어,KSQ
001460,BYC,STK
001270,부국증권,STK
083790,CG인바이츠,KSQ
211270,AP위성,KSQ
092070,디엔에프,KSQ
079810,디이엔티,KSQ
095720,웅진씽크빅,STK
213500,한솔제지,STK
271980,제일약품,STK
034810,해성산업,KSQ
200470,에이팩트,KSQ
013120,동원개발,KSQ
144960,뉴파워프라즈마,KSQ
089890,코세스,KSQ
000020,동화약품,STK
457550,우진엔텍,KSQ
052020,에스티큐브,KSQ
078160,메디포스트,KSQ
093640,케이알엠,KSQ
293480,하나제약,STK
002810,삼영무역,STK
092230,KPX홀딩스,STK
048530,인트론바이오,KSQ
950130,엑세스바이오,KSQ
011810,STX,STK
382840,원준,KSQ
078070,유비쿼스홀딩스,KSQ
179290,엠아이텍,KSQ
150840,인트로메딕,KSQ
015360,예스코홀딩스,STK
083930,아바코,KSQ
086980,쇼박스,KSQ
318020,포인트모바일,KSQ
036800,나이스정보통신,KSQ
016590,신대양제지,STK
214680,디알텍,KSQ
205470,휴마시스,KSQ
388720,유일로보틱스,KSQ
048870,시너지이노베이션,KSQ
229500,노브메타파마,KNX
064800,젬백스링크,KSQ
025820,이구산업,STK
086890,이수앱지스,KSQ
011760,현대코퍼레이션,STK
122990,와이솔,KSQ
354320,알멕,KSQ
130660,한전산업,STK
036220,오상헬스케어,KSQ
190510,나무가,KSQ
043370,피에이치에이,KSQ
004360,세방,STK
102260,동성케미컬,STK
005860,한일사료,KSQ
035080,그래디언트,KSQ
005720,넥센,STK
017890,한국알콜,KSQ
036890,진성티이씨,KSQ
084990,헬릭스미스,KSQ
900290,GRT,KSQ
109610,에스와이,KSQ
001130,대한제분,STK
096760,JW홀딩스,STK
001520,동양,STK
096240,크레버스,KSQ
377190,디앤디플랫폼리츠,STK
006060,화승인더,STK
109070,주성코퍼레이션,STK
071840,롯데하이마트,STK
025000,KPX케미칼,STK
091580,상신이디피,KSQ
432430,와이랩,KSQ
042370,비츠로테크,KSQ
297090,씨에스베어링,KSQ
045390,대아티아이,KSQ
298540,더네이쳐홀딩스,KSQ
095570,AJ네트웍스,STK
107600,새빗켐,KSQ
089600,나스미디어,KSQ
160980,싸이맥스,KSQ
019680,대교,STK
122450,KX,KSQ
298000,효성화학,STK
005430,한국공항,STK
057880,피에이치씨,KSQ
038290,마크로젠,KSQ
039570,HDC랩스,STK
000050,경방,STK
074610,이엔플러스,STK
228670,레이,KSQ
126600,BGF에코머티리얼즈,KSQ
182360,큐브엔터,KSQ
143240,사람인,KSQ
007860,서연,STK
220100,퓨쳐켐,KSQ
445180,퓨릿,KSQ
008060,대덕,STK
060570,드림어스컴퍼니,KSQ
004980,성신양회,STK
000140,하이트진로홀딩스,STK
032300,한국파마,KSQ
073570,리튬포어스,KSQ
404990,신한서부티엔디리츠,STK
009155,삼성전기우,STK
033340,좋은사람들,KSQ
073490,이노와이어리스,KSQ
066790,씨씨에스,KSQ
411080,샌즈랩,KSQ
035810,이지홀딩스,KSQ
002900,TYM,STK
207760,미스터블루,KSQ
015860,일진홀딩스,STK
032820,우리기술,KSQ
067280,멀티캠퍼스,KSQ
092200,디아이씨,STK
001250,GS글로벌,STK
123040,엠에스오토텍,KSQ
002020,코오롱,STK
285490,노바텍,KSQ
000390,삼화페인트,STK
339770,교촌에프앤비,STK
093520,매커스,KSQ
289220,자이언트스텝,KSQ
251370,와이엠티,KSQ
011280,태림포장,STK
225530,보광산업,KSQ
063080,컴투스홀딩스,KSQ
452430,사피엔반도체,KSQ
450140,코오롱모빌리티그룹,STK
176750,듀켐바이오,KNX
210980,SK디앤디,STK
054210,이랜텍,KSQ
005945,NH투자증권우,STK
006840,AK홀딩스,STK
003200,일신방직,STK
010955,S-Oil우,STK
027970,한국제지,STK
001080,만호제강,STK
199430,케이엔알시스템,KSQ
214420,토니모리,STK
417310,코람코더원리츠,STK
143160,아이디스,KSQ
084650,랩지노믹스,KSQ
053300,한국정보인증,KSQ
234080,JW생명과학,STK
011040,경동제약,KSQ
067080,대화제약,KSQ
424960,스마트레이더시스템,KSQ
219130,타이거일렉,KSQ
462520,조선내화,STK
002100,경농,STK
092730,네오팜,KSQ
264850,이랜시스,KSQ
092790,넥스틸,STK
060590,씨티씨바이오,KSQ
123410,코리아에프티,KSQ
046440,KG모빌리언스,KSQ
097955,CJ제일제당 우,STK
065560,녹원씨엔아이,KSQ
011000,진원생명과학,STK
068930,디지털대성,KSQ
009580,무림P&P,STK
063570,한국전자금융,KSQ
005680,삼영전자,STK
019210,와이지-원,KSQ
023760,한국캐피탈,KSQ
006620,동구바이오제약,KSQ
205100,엑셈,KSQ
035510,신세계 I&C,STK
016790,카나리아바이오,KSQ
038110,에코플라스틱,KSQ
090710,휴림로봇,KSQ
192440,슈피겐코리아,KSQ
036560,영풍정밀,KSQ
172670,에이엘티,KSQ
230240,에치에프알,KSQ
016450,한세예스24홀딩스,STK
294570,쿠콘,KSQ
030210,다올투자증권,STK
388870,파로스아이바이오,KSQ
149950,아바텍,KSQ
131370,알서포트,KSQ
046210,HLB파나진,KSQ
044450,KSS해운,STK
006340,대원전선,STK
011785,금호석유우,STK
290670,대보마그네틱,KSQ
004250,NPC,STK
000520,삼일제약,STK
037070,파세코,KSQ
460850,동국씨엠,STK
002390,한독,STK
024810,이화전기,KSQ
363280,티와이홀딩스,STK
396270,넥스트칩,KSQ
038540,상상인,KSQ
090350,노루페인트,STK
372910,한컴라이프케어,STK
110790,크리스에프앤씨,KSQ
027710,팜스토리,KSQ
107590,미원홀딩스,STK
100250,진양홀딩스,STK
007160,사조산업,STK
220260,켐트로스,KSQ
081000,일진다이아,STK
003555,LG우,STK
206560,덱스터,KSQ
214390,경보제약,STK
042520,한스바이오메드,KSQ
119830,아이텍,KSQ
194700,노바렉스,KSQ
045970,코아시아,KSQ
068290,삼성출판사,STK
094820,일진파워,KSQ
004710,한솔테크닉스,STK
191420,테고사이언스,KSQ
377450,리파인,KSQ
043610,지니뮤직,KSQ
080420,모다이노칩,KSQ
234690,녹십자웰빙,KSQ
214180,헥토이노베이션,KSQ
010580,에스엠벡셀,STK
365590,하이딥,KSQ
472850,폰드그룹,KSQ
085670,뉴프렉스,KSQ
065680,우주일렉트로,KSQ
168360,펨트론,KSQ
000860,강남제비스코,STK
138610,나이벡,KSQ
128820,대성산업,STK
